STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,TOTAL IPC CRIMES
MAHARASHTRA,WARDHA,2007,49,31,26,654,4026
MAHARASHTRA,WASHIM,2007,22,14,19,395,2155
MAHARASHTRA,YAVATMAL,2007,70,49,32,994,4949
MAHARASHTRA,TOTAL,2007,2693,1451,1312,47681,195707
MANIPUR,BISHNUPUR,2007,31,4,9,38,367
MANIPUR,CHANDEL,2007,16,0,2,7,88
MANIPUR,CHURACHANDPUR,2007,28,1,6,46,157
MANIPUR,IMPHAL EAST,2007,41,1,28,70,608
MANIPUR,IMPHAL WEST,2007,61,7,64,228,1238
MANIPUR,SENAPATI,2007,17,1,8,12,145
MANIPUR,TAMENGLONG,2007,3,0,2,5,38
MANIPUR,THOUBAL,2007,39,6,27,40,544
MANIPUR,UKHRUL,2007,4,0,4,8,74
MANIPUR,TOTAL,2007,240,20,150,454,3259
MEGHALAYA,GARO HILLS EAST,2007,9,4,6,32,159
MEGHALAYA,GARO HILLS SOUTH,2007,2,1,2,12,53
MEGHALAYA,GARO HILLS WEST,2007,13,4,16,57,267
MEGHALAYA,JAINTIA HILLS,2007,43,26,3,56,314
MEGHALAYA,KHASI HILLS EAST,2007,21,32,22,270,979
MEGHALAYA,KHASI HILLS WEST,2007,16,8,2,20,127
MEGHALAYA,RI-BHOI,2007,10,7,1,53,180
MEGHALAYA,TOTAL,2007,114,82,52,500,2079
MIZORAM,AIZAWL,2007,18,35,3,464,1056
MIZORAM,CHAMPHAI,2007,5,12,0,65,164
MIZORAM,KOLASIB,2007,9,12,1,83,248
MIZORAM,LAWNGTLAI,2007,5,3,0,27,124
MIZORAM,LUNGLEI,2007,2,9,0,90,237
MIZORAM,MAMIT,2007,1,1,0,24,74
MIZORAM,SAIHA,2007,2,3,0,29,103
MIZORAM,SERCHHIP,2007,1,8,0,26,77
MIZORAM,TOTAL,2007,43,83,4,808,2083
NAGALAND,DIMAPUR,2007,30,5,7,209,510
NAGALAND,KIPHIRE,2007,3,0,0,2,19
NAGALAND,KOHIMA,2007,24,4,4,63,248
NAGALAND,LONGLENG,2007,1,0,1,0,13
NAGALAND,MOKOKCHUNG,2007,17,1,3,13,84
NAGALAND,MON,2007,9,0,0,10,57
NAGALAND,PEREN,2007,3,0,1,8,28
NAGALAND,PHEK,2007,5,0,0,8,50
NAGALAND,TUENSANG,2007,7,0,1,9,51
NAGALAND,WOKHA,2007,8,3,0,23,66
NAGALAND,ZUNHEBOTO,2007,4,0,0,15,54
NAGALAND,TOTAL,2007,111,13,17,360,1180
ODISHA,ANGUL,2007,54,38,37,370,2428
ODISHA,BALASORE,2007,36,55,51,290,2797
ODISHA,BARAGARH,2007,41,18,14,170,1422
ODISHA,BERHAMPUR,2007,16,4,8,133,1056
ODISHA,BHADRAK,2007,30,42,21,68,1734
ODISHA,BOLANGIR,2007,38,53,26,143,1870
ODISHA,BOUDH,2007,10,9,5,27,485
ODISHA,CUTTACK,2007,42,41,68,753,3919
ODISHA,DEOGARH,2007,26,13,8,44,655
ODISHA,DHENKANAL,2007,59,35,26,193,1900
ODISHA,GAJAPATI,2007,12,8,10,27,452
ODISHA,GANJAM,2007,66,34,27,149,2244
ODISHA,JAGATSINGHPUR,2007,23,18,13,120,1317
ODISHA,JAJPUR,2007,35,25,32,209,2152
ODISHA,JHARSUGUDA,2007,21,11,16,251,1426
ODISHA,KALAHANDI,2007,30,30,23,93,1302
ODISHA,KANDHAMAL,2007,25,32,14,40,952
ODISHA,KENDRAPARA,2007,40,30,31,93,1465
ODISHA,KEONJHAR,2007,81,41,35,231,1891
ODISHA,KHURDA,2007,56,53,79,1310,6052
ODISHA,KORAPUT,2007,42,41,32,141,1512
ODISHA,MALKANGIR,2007,30,12,9,30,380
ODISHA,MAYURBHANJ,2007,98,74,32,290,2434
ODISHA,NAYAGARH,2007,31,21,35,100,1273
ODISHA,NOWRANGPUR,2007,28,28,22,42,851
ODISHA,NUAPADA,2007,17,5,14,59,749
ODISHA,PURI,2007,21,43,17,348,2809
ODISHA,RAYAGADA,2007,31,23,14,59,788
ODISHA,ROURKELA,2007,23,15,9,221,1418
ODISHA,SAMBALPUR,2007,46,27,15,259,2127
ODISHA,SONEPUR,2007,9,16,12,45,466
ODISHA,SRP(CUTTACK),2007,2,0,2,207,343
ODISHA,SRP(ROURKELA),2007,6,1,2,103,281
ODISHA,SUNDARGARH,2007,85,43,42,212,1922
ODISHA,TOTAL,2007,1210,939,801,6830,54872
PUNJAB,AMRITSAR,2007,43,21,48,445,2142
PUNJAB,AMRITSAR RURAL,2007,31,10,31,70,744
PUNJAB,BARNALA,2007,12,7,6,65,637
PUNJAB,BATALA,2007,25,15,19,144,1049
PUNJAB,BHATINDA,2007,41,27,34,309,1893
PUNJAB,FARIDKOT,2007,23,13,17,137,1067
PUNJAB,FATEHGARH SAHIB,2007,10,15,47,244,1292
PUNJAB,FEROZPUR,2007,48,33,33,199,1868
PUNJAB,G.R.P,2007,14,2,1,34,306
PUNJAB,GURDASPUR,2007,19,30,26,120,1100
PUNJAB,HOSHIARPUR,2007,43,27,25,210,1690
PUNJAB,JAGRAON,2007,10,15,10,100,874
PUNJAB,JALANDHAR,2007,63,54,113,630,3855
PUNJAB,KAPURTHALA,2007,29,22,22,210,1480
PUNJAB,KHANNA,2007,24,17,18,108,1083
PUNJAB,LUDHIANA,2007,63,58,120,664,3409
PUNJAB,MANSA,2007,28,20,8,59,777
PUNJAB,MOGA,2007,37,7,22,125,1124
PUNJAB,MUKTSAR,2007,27,11,22,104,787
PUNJAB,NAWAN SHAHR,2007,21,13,10,99,824
PUNJAB,PATIALA,2007,51,22,25,320,2428
PUNJAB,ROPAR,2007,10,7,9,108,898
PUNJAB,SANGRUR,2007,36,31,26,210,1678
PUNJAB,SAS NGR,2007,11,16,33,312,1602
PUNJAB,TARN TARAN,2007,41,26,35,147,1186
PUNJAB,TOTAL,2007,760,519,760,5173,35793
RAJASTHAN,AJMER,2007,53,31,89,867,6708
RAJASTHAN,ALWAR,2007,89,73,109,1241,8199
RAJASTHAN,BANSWARA,2007,39,39,46,106,2199
RAJASTHAN,BARAN,2007,37,43,28,271,2489
RAJASTHAN,BARMER,2007,26,19,29,178,2664
RAJASTHAN,BHARATPUR,2007,69,62,112,772,6931
RAJASTHAN,BHILWARA,2007,34,48,66,596,4629
RAJASTHAN,BIKANER,2007,39,32,36,320,4105
RAJASTHAN,BUNDI,2007,28,28,57,216,2868
RAJASTHAN,CHITTORGARH,2007,48,92,147,628,6242
RAJASTHAN,CHURU,2007,20,27,27,160,2587
RAJASTHAN,DAUSA,2007,34,16,67,725,4195
RAJASTHAN,DHOLPUR,2007,44,20,57,403,3371
RAJASTHAN,DUNGARPUR,2007,23,10,42,58,1991
RAJASTHAN,G.R.P.,2007,4,0,6,483,972
RAJASTHAN,GANGANAGAR,2007,61,66,56,388,5172
RAJASTHAN,HANUMANGARH,2007,32,39,24,199,2922
RAJASTHAN,JAIPUR EAST,2007,14,25,65,2295,6527
RAJASTHAN,JAIPUR NORTH,2007,17,23,76,830,3789
RAJASTHAN,JAIPUR RURAL,2007,66,39,85,1097,8929
RAJASTHAN,JAIPUR SOUTH,2007,21,14,65,1293,5179
RAJASTHAN,JAISALMER,2007,5,4,13,139,972
RAJASTHAN,JALORE,2007,21,7,30,152,2329
RAJASTHAN,JHALAWAR,2007,43,54,49,390,2782
RAJASTHAN,JHUNJHUNU,2007,44,31,34,310,3956
RAJASTHAN,JODHPUR CITY,2007,16,16,55,718,3472
RAJASTHAN,JODHPUR RURAL,2007,23,24,19,232,2699
RAJASTHAN,KARAULI,2007,37,28,69,424,3564
RAJASTHAN,KOTA CITY,2007,22,25,84,897,3661
RAJASTHAN,KOTA RURAL,2007,25,30,33,209,1768
RAJASTHAN,NAGAUR,2007,42,38,49,372,4001
RAJASTHAN,PALI,2007,30,39,71,333,4733
RAJASTHAN,RAJSAMAND,2007,13,5,43,173,2325
RAJASTHAN,SAWAI MADHOPUR,2007,19,21,48,452,3485
RAJASTHAN,SIKAR,2007,36,34,59,353,4047
RAJASTHAN,SIROHI,2007,22,23,37,164,1888
RAJASTHAN,TONK,2007,23,19,60,271,3497
RAJASTHAN,UDAIPUR,2007,84,94,135,630,7023
RAJASTHAN,TOTAL,2007,1303,1238,2177,19345,148870
SIKKIM,EAST,2007,2,8,5,62,328
SIKKIM,NORTH,2007,0,0,0,5,32
SIKKIM,SOUTH,2007,1,12,1,29,180
SIKKIM,WEST,2007,6,4,3,22,127
SIKKIM,TOTAL,2007,9,24,9,118,667
TAMIL NADU,CHENNAI,2007,145,46,83,2117,16508
TAMIL NADU,CHENNAI RLY.,2007,4,0,3,113,358
TAMIL NADU,COIMBATORE RURAL,2007,87,16,84,1044,14360
TAMIL NADU,COIMBATORE URBAN,2007,22,10,14,682,3924
TAMIL NADU,CUDDALORE,2007,61,28,57,490,6909
TAMIL NADU,DHARMAPURI,2007,38,6,44,124,3488
TAMIL NADU,DINDIGUL,2007,40,12,50,297,4439
TAMIL NADU,ERODE,2007,54,20,66,603,7380
TAMIL NADU,KANCHIPURAM,2007,57,25,18,368,7236
TAMIL NADU,KANYAKUMARI,2007,27,11,22,292,4206
TAMIL NADU,KARUR,2007,18,3,14,168,2642
TAMIL NADU,KRISHNAGIRI,2007,72,11,38,291,4562
TAMIL NADU,MADURAI RURAL,2007,55,9,36,252,4734
TAMIL NADU,MADURAI URBAN,2007,27,4,23,334,2325
TAMIL NADU,NAGAPATTINAM,2007,39,14,28,205,4404
TAMIL NADU,NAMAKKAL,2007,26,12,31,230,3849
TAMIL NADU,NILGIRIS,2007,13,6,5,104,1365
TAMIL NADU,PERAMBALUR,2007,32,26,22,172,2896
TAMIL NADU,PUDUKOTTAI,2007,34,14,25,257,3450
TAMIL NADU,RAMNATHAPURAM,2007,37,8,25,187,3027
TAMIL NADU,SALEM RURAL,2007,67,25,71,202,5208
TAMIL NADU,SALEM URBAN,2007,16,10,28,186,1520
TAMIL NADU,SIVAGANGAI,2007,43,3,40,227,2897
TAMIL NADU,THANJAVUR,2007,68,5,50,588,6504
TAMIL NADU,THENI,2007,29,4,22,241,3712
TAMIL NADU,THIRUNELVELI RURAL,2007,80,35,56,416,7610
TAMIL NADU,THIRUNELVELI URBAN,2007,16,6,10,196,1398
TAMIL NADU,THIRUVALLUR,2007,23,7,14,161,3056
TAMIL NADU,THIRUVANNAMALAI,2007,45,14,25,195,4663
TAMIL NADU,THIRUVARUR,2007,39,9,30,175,4300
TAMIL NADU,THOOTHUGUDI,2007,62,19,33,411,4663
TAMIL NADU,TRICHY RLY.,2007,0,0,0,31,92
TAMIL NADU,TRICHY RURAL,2007,49,12,23,184,3566
TAMIL NADU,TRICHY URBAN,2007,21,2,17,516,3218
TAMIL NADU,VELLORE,2007,66,25,55,418,7343
TAMIL NADU,VILLUPURAM,2007,70,58,64,369,6919
TAMIL NADU,VIRUDHUNAGAR,2007,51,8,44,371,4023
TAMIL NADU,TOTAL,2007,1633,523,1270,13217,172754
TRIPURA,DHALAI,2007,18,13,27,29,358
TRIPURA,NORTH,2007,21,26,21,72,706
TRIPURA,SOUTH,2007,34,41,21,125,1267
TRIPURA,WEST,2007,65,77,44,185,1942
TRIPURA,TOTAL,2007,138,157,113,411,4273
UTTAR PRADESH,AGRA,2007,123,30,209,1483,6135
UTTAR PRADESH,ALIGARH,2007,166,50,147,680,3751
UTTAR PRADESH,ALLAHABAD,2007,143,26,100,606,4417
UTTAR PRADESH,AMBEDKAR NAGAR,2007,26,15,33,126,1027
UTTAR PRADESH,AURAIYA,2007,37,9,34,81,1069
UTTAR PRADESH,AZAMGARH,2007,54,11,34,119,1308
UTTAR PRADESH,BADAUN,2007,88,11,53,158,1831
UTTAR PRADESH,BAGHPAT,2007,81,17,35,157,1114
UTTAR PRADESH,BAHRAICH,2007,43,34,53,130,1313
UTTAR PRADESH,BALLIA,2007,32,10,26,105,816
UTTAR PRADESH,BALRAMPUR,2007,20,10,17,58,505
UTTAR PRADESH,BANDA,2007,49,15,18,79,978
UTTAR PRADESH,BARABANKI,2007,62,25,70,161,1931
UTTAR PRADESH,BAREILLY,2007,138,62,126,514,4834
UTTAR PRADESH,BASTI,2007,24,10,22,97,1130
UTTAR PRADESH,BIJNOR,2007,99,27,68,178,2070
UTTAR PRADESH,BULANDSHAHAR,2007,146,44,120,400,4005
UTTAR PRADESH,CHANDOLI,2007,17,6,12,51,955
UTTAR PRADESH,CHITRAKOOT DHAM,2007,23,23,8,39,440
UTTAR PRADESH,DEORIA,2007,31,2,21,83,1001
UTTAR PRADESH,ETAH,2007,141,39,107,297,2723
UTTAR PRADESH,ETAWAH,2007,66,14,84,220,2208
UTTAR PRADESH,FAIZABAD,2007,52,23,46,218,1463
UTTAR PRADESH,FATEHGARH,2007,64,21,71,103,1388
UTTAR PRADESH,FATEHPUR,2007,66,22,45,80,1419
UTTAR PRADESH,FIROZABAD,2007,123,28,109,318,2652
UTTAR PRADESH,G.R.P.,2007,20,2,8,1279,2153
UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,75,17,83,1349,3277
UTTAR PRADESH,GHAZIABAD,2007,150,33,158,1031,4320
UTTAR PRADESH,GHAZIPUR,2007,40,10,14,106,1102
UTTAR PRADESH,GONDA,2007,46,13,47,156,1233
UTTAR PRADESH,GORAKHPUR,2007,75,19,58,348,2076
UTTAR PRADESH,HAMIRPUR,2007,22,8,12,13,435
UTTAR PRADESH,HARDOI,2007,86,33,47,163,1806
UTTAR PRADESH,HATHRAS,2007,56,16,71,197,1879
UTTAR PRADESH,J.P.NAGAR,2007,66,28,34,167,1244
UTTAR PRADESH,JALAUN,2007,48,8,27,82,1164
UTTAR PRADESH,JAUNPUR,2007,44,24,47,169,2198
UTTAR PRADESH,JHANSI,2007,66,10,25,178,1183
UTTAR PRADESH,KANNAUJ,2007,54,6,32,78,1084
UTTAR PRADESH,KANPUR DEHAT,2007,41,13,62,114,1820
UTTAR PRADESH,KANPUR NAGAR,2007,148,46,291,1204,8008
UTTAR PRADESH,KAUSHAMBI,2007,51,30,48,69,1156
UTTAR PRADESH,KHIRI,2007,93,47,75,276,2308
UTTAR PRADESH,KUSHI NAGAR,2007,20,9,29,72,1127
UTTAR PRADESH,LALITPUR,2007,22,10,13,44,583
UTTAR PRADESH,LUCKNOW,2007,159,82,260,2642,10017
UTTAR PRADESH,MAHARAJGANJ,2007,25,23,25,52,1111
UTTAR PRADESH,MAHOBA,2007,30,10,11,55,496
UTTAR PRADESH,MAINPURI,2007,108,11,72,251,2232
UTTAR PRADESH,MATHURA,2007,83,36,74,610,3965
UTTAR PRADESH,MAU,2007,32,8,37,93,911
UTTAR PRADESH,MEERUT,2007,195,39,150,854,4410
UTTAR PRADESH,MIRZAPUR,2007,40,10,8,98,795
UTTAR PRADESH,MORADABAD,2007,130,58,129,597,4304
UTTAR PRADESH,MUZAFFARNAGAR,2007,213,37,154,532,3720
UTTAR PRADESH,PILIBHIT,2007,38,23,47,83,1651
UTTAR PRADESH,PRATAPGARH,2007,58,16,53,180,1684
UTTAR PRADESH,RAIBAREILLY,2007,57,31,47,175,1826
UTTAR PRADESH,RAMPUR,2007,57,40,61,274,2138
UTTAR PRADESH,SAHARANPUR,2007,81,14,41,389,2960
UTTAR PRADESH,SANT KABIRNAGAR,2007,21,9,20,36,503
UTTAR PRADESH,SHAHJAHANPUR,2007,126,52,102,244,2691
UTTAR PRADESH,SHRAWASTI,2007,19,10,18,55,393
UTTAR PRADESH,SIDHARTHNAGAR,2007,12,5,25,78,771
UTTAR PRADESH,SITAPUR,2007,112,67,102,466,2881
UTTAR PRADESH,SONBHADRA,2007,35,16,12,66,744
UTTAR PRADESH,ST.RAVIDASNAGAR,2007,13,1,13,70,478
UTTAR PRADESH,SULTANPUR,2007,59,34,50,198,1594
UTTAR PRADESH,UNNAO,2007,94,30,68,165,1560
UTTAR PRADESH,VARANASI,2007,66,20,50,917,3784
UTTAR PRADESH,TOTAL,2007,5000,1648,4478,22816,150258
UTTARAKHAND,ALMORA,2007,19,6,0,42,299
UTTARAKHAND,BAGESHWAR,2007,10,3,0,8,109
UTTARAKHAND,CHAMOLI,2007,15,10,7,26,221
UTTARAKHAND,CHAMPAWAT,2007,5,2,2,13,84
UTTARAKHAND,DEHRADUN,2007,37,29,60,396,2205
UTTARAKHAND,HARIDWAR,2007,55,28,72,472,2534
UTTARAKHAND,NAINITAL,2007,26,6,25,176,883
UTTARAKHAND,PAURI GARHWAL,2007,19,7,11,49,419
UTTARAKHAND,PITHORAGARH,2007,9,9,9,33,341
UTTARAKHAND,RUDRA PRAYAG,2007,6,1,5,20,134
UTTARAKHAND,TEHRI GARHWAL,2007,11,2,4,37,248
UTTARAKHAND,UDHAMSINGH NAGAR,2007,54,12,49,292,1903
UTTARAKHAND,UTTARKASHI,2007,2,2,9,29,219
UTTARAKHAND,TOTAL,2007,268,117,253,1593,9599
WEST BENGAL,24 PARGANAS NORTH,2007,194,231,236,1183,9201
WEST BENGAL,24 PARGANAS SOUTH,2007,158,205,241,1440,8856
WEST BENGAL,ASANSOL,2007,26,15,18,145,1491
WEST BENGAL,BANKURA,2007,49,44,14,157,1329
WEST BENGAL,BIRBHUM,2007,66,53,31,263,1868
WEST BENGAL,BURDWAN,2007,122,69,54,517,4384
WEST BENGAL,COOCHBEHAR,2007,34,139,68,160,2051
WEST BENGAL,DAKSHIN DINAJPUR,2007,34,46,47,92,1284
WEST BENGAL,DARJEELING,2007,31,48,36,473,1873
WEST BENGAL,HOOGHLY,2007,90,57,46,631,3632
WEST BENGAL,HOWRAH,2007,69,45,83,635,4073
WEST BENGAL,HOWRAH G.R.P.,2007,9,1,3,401,493
WEST BENGAL,JALPAIGURI,2007,122,235,202,1538,6654
WEST BENGAL,KHARAGPUR G.R.P.,2007,3,0,2,127,170
WEST BENGAL,KOLKATA,2007,36,44,114,2924,10901
WEST BENGAL,MALDA,2007,88,103,73,273,2175
WEST BENGAL,MURSHIDABAD,2007,132,369,140,655,5243
WEST BENGAL,NADIA,2007,99,183,175,863,5623
WEST BENGAL,PASCHIM MIDNAPUR,2007,105,60,61,328,2933
WEST BENGAL,PURAB MIDNAPUR,2007,76,41,75,242,3099
WEST BENGAL,PURULIA,2007,46,38,14,184,1385
WEST BENGAL,SEALDAH G.R.P.,2007,6,3,4,164,269
WEST BENGAL,SILIGURI G.R.P.,2007,4,1,1,57,96
WEST BENGAL,UTTAR DINAJPUR,2007,53,76,62,295,2019
WEST BENGAL,TOTAL,2007,1652,2106,1800,13747,81102
A & N ISLANDS,A and N ISLANDS,2007,15,3,12,112,807
A & N ISLANDS,TOTAL,2007,15,3,12,112,807
CHANDIGARH,CHANDIGARH,2007,19,22,52,1740,3643
CHANDIGARH,TOTAL,2007,19,22,52,1740,3643
D & N HAVELI,D and N HAVELI,2007,10,7,9,87,425
D & N HAVELI,TOTAL,2007,10,7,9,87,425
DAMAN & DIU,DAMAN,2007,12,1,0,37,210
DAMAN & DIU,DIU,2007,0,0,1,6,50
DAMAN & DIU,TOTAL,2007,12,1,1,43,260
DELHI UT,CENTRAL,2007,27,22,70,1069,3248
DELHI UT,DELHI UT TOTAL,2007,495,598,1688,17037,56065
DELHI UT,EAST,2007,34,73,145,2239,6016
DELHI UT,GRP(RLY),2007,3,4,12,795,926
DELHI UT,IGI AIRPORT,2007,1,0,3,144,662
DELHI UT,NEW DELHI,2007,4,7,12,698,2195
DELHI UT,NORTH,2007,22,33,64,747,3352
DELHI UT,NORTH-EAST,2007,66,89,241,1287,5121
DELHI UT,NORTH-WEST,2007,57,51,208,1841,5189
DELHI UT,OUTER,2007,102,121,360,1216,5690
DELHI UT,SOUTH,2007,68,83,256,3179,10414
DELHI UT,SOUTH-WEST,2007,51,51,148,1802,6821
DELHI UT,STF,2007,0,0,0,0,40
DELHI UT,WEST,2007,60,64,169,2020,6391
LAKSHADWEEP,LAKSHADWEEP,2007,0,1,0,20,56
LAKSHADWEEP,TOTAL,2007,0,1,0,20,56
PUDUCHERRY,KARAIKAL,2007,4,3,5,87,766
PUDUCHERRY,PONDICHERRY,2007,30,6,15,700,4288
PUDUCHERRY,TOTAL,2007,34,9,20,787,5054
ANDHRA PRADESH,ADILABAD,2008,73,50,41,427,5300
ANDHRA PRADESH,ANANTAPUR,2008,154,37,90,496,5734
ANDHRA PRADESH,CHITTOOR,2008,123,30,84,1321,7307
ANDHRA PRADESH,CUDDAPAH,2008,114,27,76,537,6605
ANDHRA PRADESH,CYBERABAD,2008,197,80,141,3081,14173
ANDHRA PRADESH,EAST GODAVARI,2008,82,48,91,1189,8435
ANDHRA PRADESH,GUNTAKAL RLY.,2008,7,0,0,122,171
ANDHRA PRADESH,GUNTUR,2008,159,48,83,1233,8911
ANDHRA PRADESH,HYDERABAD CITY,2008,122,62,140,5200,18567
ANDHRA PRADESH,KARIMNAGAR,2008,134,84,159,697,8337
ANDHRA PRADESH,KHAMMAM,2008,123,70,103,560,5834
ANDHRA PRADESH,KRISHNA,2008,53,38,69,587,5528
ANDHRA PRADESH,KURNOOL,2008,116,47,89,530,7835
ANDHRA PRADESH,MAHABOOBNAGAR,2008,188,72,104,923,6661
ANDHRA PRADESH,MEDAK,2008,140,50,62,641,5989
ANDHRA PRADESH,NALGONDA,2008,121,90,91,551,8026
ANDHRA PRADESH,NELLORE,2008,70,39,83,735,6118
ANDHRA PRADESH,NIZAMABAD,2008,153,31,51,686,5709
ANDHRA PRADESH,PRAKASHAM,2008,75,30,66,413,5453
ANDHRA PRADESH,RANGA REDDY,2008,91,37,23,184,2419
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,10,2,0,371,476
ANDHRA PRADESH,SRIKAKULAM,2008,25,32,18,219,3908
ANDHRA PRADESH,VIJAYAWADA CITY,2008,34,30,49,1176,5127
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,1,0,1,306,417
ANDHRA PRADESH,VISAKHA RURAL,2008,65,12,12,153,3107
ANDHRA PRADESH,VISAKHAPATNAM,2008,32,29,34,1045,5015
ANDHRA PRADESH,VIZIANAGARAM,2008,29,6,16,206,3142
ANDHRA PRADESH,WARANGAL,2008,121,59,82,455,6758
ANDHRA PRADESH,WEST GODAVARI,2008,78,117,112,1318,8213
ANDHRA PRADESH,TOTAL,2008,2690,1257,1970,25362,179275
ARUNACHAL PRADESH,CHANGLANG,2008,6,2,4,49,199
ARUNACHAL PRADESH,DIBANG VALLEY,2008,1,3,6,36,133
ARUNACHAL PRADESH,K/KUMEY,2008,3,2,3,4,97
ARUNACHAL PRADESH,KAMENG EAST,2008,4,5,6,13,144
ARUNACHAL PRADESH,KAMENG WEST,2008,1,0,3,20,97
ARUNACHAL PRADESH,LOHIT,2008,11,3,1,43,159
ARUNACHAL PRADESH,PAPUM PARE,2008,11,7,18,111,541
ARUNACHAL PRADESH,SIANG EAST,2008,9,5,8,40,179
ARUNACHAL PRADESH,SIANG UPPER,2008,1,0,1,12,55
ARUNACHAL PRADESH,SIANG WEST,2008,6,13,10,51,276
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,4,0,4,16,135
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,4,2,2,13,162
ARUNACHAL PRADESH,TAWANG,2008,2,0,0,10,42
ARUNACHAL PRADESH,TIRAP,2008,7,0,13,24,141
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,2,0,0,3,14
ARUNACHAL PRADESH,TOTAL,2008,72,42,79,445,2374
ASSAM,BARPETA,2008,54,97,128,209,2539
ASSAM,BASKA,2008,67,23,35,35,465
ASSAM,BONGAIGAON,2008,15,51,60,138,1219
ASSAM,C.I.D.,2008,0,0,0,1,24
ASSAM,CACHAR,2008,56,72,128,640,4869
ASSAM,CHIRANG,2008,24,25,33,57,467
ASSAM,DARRANG,2008,38,57,59,136,1493
ASSAM,DHEMAJI,2008,21,88,66,152,1326
ASSAM,DHUBRI,2008,44,116,139,240,3242
ASSAM,DIBRUGARH,2008,99,46,89,587,2343
ASSAM,G.R.P.,2008,6,5,8,155,251
ASSAM,GOALPARA,2008,36,66,76,131,1319
ASSAM,GOLAGHAT,2008,65,42,61,247,1476
ASSAM,GUWAHATI CITY,2008,50,59,167,1129,7163
ASSAM,HAILAKANDI,2008,27,39,61,122,1171
ASSAM,JORHAT,2008,51,44,54,269,1517
ASSAM,KAMRUP,2008,46,36,113,704,2429
ASSAM,KARBI ANGLONG,2008,55,16,25,141,684
ASSAM,KARIMGANJ,2008,27,19,49,105,1046
ASSAM,KOKRAJHAR,2008,53,55,51,173,902
ASSAM,LAKHIMPUR,2008,41,52,91,177,1905
ASSAM,MORIGAON,2008,20,75,68,169,1429
ASSAM,N.C.HILLS,2008,42,4,14,43,233
ASSAM,NAGAON,2008,83,112,215,354,4294
ASSAM,NALBARI,2008,31,30,55,144,1183
ASSAM,R.P.O.,2008,3,5,3,13,88
ASSAM,SIBSAGAR,2008,108,46,111,500,2276
ASSAM,SONITPUR,2008,94,56,136,451,2779
ASSAM,TINSUKIA,2008,114,60,87,682,2333
ASSAM,UDALGURI,2008,56,42,57,108,868
ASSAM,TOTAL,2008,1426,1438,2239,8012,53333
BIHAR,ARARIA,2008,50,37,40,234,2907
BIHAR,ARWAL,2008,28,2,12,57,694
BIHAR,AURANGABAD,2008,92,30,56,307,3381
BIHAR,BAGAHA,2008,26,15,49,217,2439
BIHAR,BANKA,2008,70,49,46,143,1848
BIHAR,BEGUSARAI,2008,101,25,110,275,3256
BIHAR,BETTIAH,2008,64,28,51,243,3312
BIHAR,BHABHUA,2008,40,8,37,193,1763
BIHAR,BHAGALPUR,2008,90,35,133,699,4313
BIHAR,BHOJPUR,2008,138,18,72,314,3866
BIHAR,BUXAR,2008,52,11,26,284,1496
BIHAR,DARBHANGA,2008,76,67,123,320,3800
BIHAR,GAYA,2008,136,52,90,494,4179
BIHAR,GOPALGANJ,2008,74,23,80,144,2605
BIHAR,JAMALPUR RLY.,2008,10,1,4,123,223
BIHAR,JAMUI,2008,56,17,38,138,1788
BIHAR,JEHANABAD,2008,35,6,38,132,1524
BIHAR,KATIHAR,2008,63,120,103,152,2858
BIHAR,KATIHAR RLY.,2008,6,2,9,232,467
BIHAR,KHAGARIA,2008,55,16,48,99,1826
BIHAR,KISHANGANJ,2008,32,30,33,169,1316
BIHAR,LAKHISARAI,2008,41,35,34,133,1187
BIHAR,MADHEPURA,2008,34,16,45,140,1700
BIHAR,MADHUBANI,2008,62,24,51,345,5454
BIHAR,MOTIHARI,2008,120,34,121,474,4600
BIHAR,MUNGER,2008,85,20,61,312,1899
BIHAR,MUZAFFARPUR,2008,138,28,136,875,5678
BIHAR,MUZAFFARPUR RLY.,2008,16,2,4,300,609
BIHAR,NALANDA,2008,120,23,100,397,4215
BIHAR,NAUGACHIA,2008,33,8,29,65,1523
BIHAR,NAWADAH,2008,76,28,48,151,1747
BIHAR,PATNA,2008,341,57,341,1455,14491
BIHAR,PATNA RLY.,2008,24,0,11,601,939
BIHAR,PURNEA,2008,81,185,139,242,2802
BIHAR,ROHTAS,2008,112,21,63,439,3943
BIHAR,SAHARSA,2008,30,22,41,131,2155
BIHAR,SAMASTIPUR,2008,81,32,74,381,3416
BIHAR,SARAN,2008,119,34,98,455,3550
BIHAR,SHEIKHPURA,2008,22,9,25,85,1020
BIHAR,SHEOHAR,2008,9,7,19,44,546
BIHAR,SITAMARHI,2008,72,12,70,311,3235
BIHAR,SIWAN,2008,74,24,67,231,2452
BIHAR,SUPAUL,2008,49,53,54,181,1978
BIHAR,VAISHALI,2008,106,36,218,489,3669
BIHAR,TOTAL,2008,3139,1302,3047,13206,122669
CHHATTISGARH,BALRAMPUR,2008,49,41,7,33,774
