STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,TOTAL IPC CRIMES
CHHATTISGARH,BILASPUR,2008,112,71,33,869,6337
CHHATTISGARH,BIZAPUR,2008,95,5,8,4,368
CHHATTISGARH,DANTEWARA,2008,69,10,8,47,723
CHHATTISGARH,DHAMTARI,2008,23,26,4,151,1552
CHHATTISGARH,DURG,2008,83,109,18,822,6595
CHHATTISGARH,GRP RAIPUR,2008,5,2,0,195,301
CHHATTISGARH,JAGDALPUR,2008,73,68,13,128,2309
CHHATTISGARH,JANJGIR,2008,36,47,8,319,3011
CHHATTISGARH,JASHPUR,2008,65,71,46,126,1270
CHHATTISGARH,KABIRDHAM,2008,11,29,5,141,1720
CHHATTISGARH,KANKER,2008,54,15,10,77,1062
CHHATTISGARH,KORBA,2008,38,31,12,293,2515
CHHATTISGARH,KORIYA,2008,48,54,5,159,1798
CHHATTISGARH,MAHASAMUND,2008,19,24,8,155,1493
CHHATTISGARH,NARAYANPUR,2008,18,1,1,8,151
CHHATTISGARH,RAIGARH,2008,89,30,10,448,2945
CHHATTISGARH,RAIPUR,2008,112,128,46,1525,9981
CHHATTISGARH,RAJNANDGAON,2008,47,60,12,288,3252
CHHATTISGARH,SARGUJA,2008,65,78,9,162,1805
CHHATTISGARH,SURAJPUR,2008,58,78,10,129,1480
CHHATTISGARH,TOTAL,2008,1169,978,273,6079,51442
GOA,NORTH GOA,2008,26,15,19,360,1489
GOA,SOUTH GOA,2008,23,15,17,241,1253
GOA,TOTAL,2008,49,30,36,601,2742
GUJARAT,AHMEDABAD COMMR.,2008,85,44,172,5485,18544
GUJARAT,AHMEDABAD RURAL,2008,36,3,36,354,3404
GUJARAT,AHWA-DANG,2008,7,3,2,13,231
GUJARAT,AMRELI,2008,22,8,60,218,2391
GUJARAT,ANAND,2008,40,11,51,508,3794
GUJARAT,BHARUCH,2008,36,13,34,371,3075
GUJARAT,BHAVNAGAR,2008,35,9,90,857,5858
GUJARAT,DAHOD,2008,44,13,43,167,1808
GUJARAT,GANDHINAGAR,2008,32,8,44,606,4808
GUJARAT,HIMATNAGAR,2008,38,16,37,206,4887
GUJARAT,JAMNAGAR,2008,34,17,30,410,5332
GUJARAT,JUNAGADH,2008,33,5,48,719,5288
GUJARAT,KHEDA NORTH,2008,36,8,41,393,5265
GUJARAT,KUTCH,2008,40,16,44,656,4941
GUJARAT,MEHSANA,2008,29,9,54,652,4604
GUJARAT,NARMADA,2008,11,7,7,38,810
GUJARAT,NAVSARI,2008,25,2,9,84,995
GUJARAT,PALANPUR,2008,42,37,43,413,4107
GUJARAT,PANCHMAHAL,2008,40,8,55,208,3323
GUJARAT,PATAN,2008,14,19,29,371,2948
GUJARAT,PORBANDAR,2008,7,3,12,89,1014
GUJARAT,RAJKOT COMMR.,2008,37,12,54,1394,5525
GUJARAT,RAJKOT RURAL,2008,45,24,47,425,3870
GUJARAT,SURAT COMMR.,2008,97,28,131,3049,10741
GUJARAT,SURAT RURAL,2008,43,3,11,122,1589
GUJARAT,SURENDRANAGAR,2008,35,21,44,195,2957
GUJARAT,TAPI,2008,21,3,3,42,602
GUJARAT,VADODARA COMMR.,2008,20,7,34,1415,5386
GUJARAT,VADODARA RURAL,2008,79,11,39,191,2755
GUJARAT,VALSAD,2008,33,4,15,229,1800
GUJARAT,W.RLY,2008,10,2,4,835,1156
GUJARAT,TOTAL,2008,1106,374,1323,20715,123808
HARYANA,AMBALA,2008,31,35,55,419,2560
HARYANA,BHIWANI,2008,56,33,47,560,2739
HARYANA,FARIDABAD,2008,59,46,109,945,4516
HARYANA,FATEHABAD,2008,20,12,25,298,1621
HARYANA,GRP,2008,27,1,7,497,1260
HARYANA,GURGAON,2008,80,35,89,2843,7170
HARYANA,HISSAR,2008,52,23,43,560,3166
HARYANA,JHAJJAR,2008,62,22,26,268,1715
HARYANA,JIND,2008,39,38,29,296,1767
HARYANA,KAITHAL,2008,22,14,16,194,1522
HARYANA,KARNAL,2008,39,50,35,681,3231
HARYANA,KURUKSHETRA,2008,20,41,30,582,2413
HARYANA,MAHENDRAGARH,2008,31,21,26,196,1724
HARYANA,MEWAT,2008,19,29,21,212,1262
HARYANA,PALWAL,2008,34,29,32,354,1990
HARYANA,PANCHKULA,2008,17,15,26,427,1569
HARYANA,PANIPAT,2008,46,30,52,845,2702
HARYANA,REWARI,2008,27,23,27,429,2361
HARYANA,ROHTAK,2008,67,39,32,596,2642
HARYANA,SIRSA,2008,48,31,25,334,1958
HARYANA,SONIPAT,2008,84,36,59,659,3383
HARYANA,YAMUNANAGAR,2008,41,28,43,514,2073
HARYANA,TOTAL,2008,921,631,854,12709,55344
HIMACHAL PRADESH,BILASPUR,2008,5,10,7,64,1046
HIMACHAL PRADESH,CHAMBA,2008,10,10,16,52,761
HIMACHAL PRADESH,G.R.P.,2008,0,0,0,3,8
HIMACHAL PRADESH,HAMIRPUR,2008,6,8,12,75,959
HIMACHAL PRADESH,KANGRA,2008,19,19,20,249,2290
HIMACHAL PRADESH,KINNAUR,2008,1,4,2,9,170
HIMACHAL PRADESH,KULLU,2008,15,16,19,80,1096
HIMACHAL PRADESH,LAHAUL-SPITI,2008,1,1,0,1,70
HIMACHAL PRADESH,MANDI,2008,19,32,14,98,2144
HIMACHAL PRADESH,SHIMLA,2008,15,22,20,225,1941
HIMACHAL PRADESH,SIRMAUR,2008,7,10,14,85,885
HIMACHAL PRADESH,SOLAN,2008,16,14,15,126,1504
HIMACHAL PRADESH,UNA,2008,15,11,12,85,1102
HIMACHAL PRADESH,TOTAL,2008,129,157,151,1152,13976
JAMMU & KASHMIR,ANANTNAG,2008,10,13,74,149,1224
JAMMU & KASHMIR,AWANTIPORA,2008,2,4,13,39,367
JAMMU & KASHMIR,BANDIPORA,2008,3,1,45,57,467
JAMMU & KASHMIR,BARAMULLA,2008,18,13,63,144,1247
JAMMU & KASHMIR,BUDGAM,2008,3,8,66,186,1404
JAMMU & KASHMIR,CRIME JAMMU,2008,2,0,0,1,25
JAMMU & KASHMIR,CRIME SRINAGAR,2008,2,0,0,1,52
JAMMU & KASHMIR,DODA,2008,20,20,24,39,591
JAMMU & KASHMIR,GANDERBAL,2008,5,2,23,41,358
JAMMU & KASHMIR,HANDWARA,2008,6,6,17,29,310
JAMMU & KASHMIR,JAMMU,2008,31,26,51,572,3851
JAMMU & KASHMIR,KARGIL,2008,0,1,1,4,107
JAMMU & KASHMIR,KATHUA,2008,14,15,19,71,1057
JAMMU & KASHMIR,KISHTWAR,2008,10,4,12,35,294
JAMMU & KASHMIR,KULGAM,2008,6,5,45,64,572
JAMMU & KASHMIR,KUPWARA,2008,12,5,22,29,393
JAMMU & KASHMIR,LEH,2008,2,6,3,16,253
JAMMU & KASHMIR,POONCH,2008,13,16,25,36,787
JAMMU & KASHMIR,PULWAMA,2008,7,2,30,62,421
JAMMU & KASHMIR,RAILWAYS,2008,0,0,1,11,13
JAMMU & KASHMIR,RAJOURI,2008,8,21,28,51,1286
JAMMU & KASHMIR,RAMBAN,2008,11,9,14,37,678
JAMMU & KASHMIR,REASI,2008,16,5,10,37,472
JAMMU & KASHMIR,SAMBA,2008,6,2,9,45,670
JAMMU & KASHMIR,SHOPIAN,2008,7,6,16,62,313
JAMMU & KASHMIR,SRINAGAR,2008,13,16,79,329,2549
JAMMU & KASHMIR,UDHAMPUR,2008,10,13,14,51,843
JAMMU & KASHMIR,TOTAL,2008,237,219,704,2198,20604
JHARKHAND,BOKARO,2008,76,40,41,658,2665
JHARKHAND,CHAIBASA,2008,127,42,7,131,837
JHARKHAND,CHATRA,2008,42,11,17,97,1030
JHARKHAND,DEOGHAR,2008,46,33,11,152,1475
JHARKHAND,DHANBAD,2008,72,47,88,788,3579
JHARKHAND,DHANBAD RLY.,2008,13,0,1,110,235
JHARKHAND,DUMKA,2008,77,60,26,201,1758
JHARKHAND,GARHWA,2008,48,21,27,85,1279
JHARKHAND,GIRIDIH,2008,63,48,52,353,2819
JHARKHAND,GODDA,2008,61,26,41,160,1863
JHARKHAND,GUMLA,2008,158,38,37,97,960
JHARKHAND,HAZARIBAGH,2008,80,57,65,465,3021
JHARKHAND,JAMSHEDPUR,2008,102,41,36,890,3212
JHARKHAND,JAMSHEDPUR RLY.,2008,6,0,0,122,194
JHARKHAND,JAMTARA,2008,25,20,9,64,654
JHARKHAND,KHUNTI,2008,63,8,13,40,313
JHARKHAND,KODERMA,2008,23,16,16,120,825
JHARKHAND,LATEHAR,2008,31,11,14,73,540
JHARKHAND,LOHARDAGGA,2008,22,16,18,88,563
JHARKHAND,PAKUR,2008,31,53,18,88,796
JHARKHAND,PALAMU,2008,102,30,57,188,2117
JHARKHAND,RAMGARH,2008,44,11,20,288,1067
JHARKHAND,RANCHI,2008,209,62,117,1624,4805
JHARKHAND,SAHEBGANJ,2008,42,61,35,134,844
JHARKHAND,SARAIKELA,2008,59,13,14,199,857
JHARKHAND,SIMDEGA,2008,75,26,12,54,378
JHARKHAND,TOTAL,2008,1697,791,792,7269,38686
KARNATAKA,BAGALKOT,2008,43,2,22,128,2048
KARNATAKA,BANGALORE COMMR.,2008,253,54,159,9681,29664
KARNATAKA,BANGALORE RURAL,2008,102,14,22,527,4423
KARNATAKA,BELGAUM,2008,124,30,59,599,7150
KARNATAKA,BELLARY,2008,46,11,19,284,3264
KARNATAKA,BIDAR,2008,28,7,23,203,3363
KARNATAKA,BIJAPUR,2008,83,19,23,151,3125
KARNATAKA,CBPURA,2008,39,7,17,209,1891
KARNATAKA,CHAMARAJNAGAR,2008,36,4,7,128,1518
KARNATAKA,CHICKMAGALUR,2008,39,17,23,201,3101
KARNATAKA,CHITRADURGA,2008,42,18,20,281,4191
KARNATAKA,DAKSHIN KANNADA,2008,29,10,10,256,3974
KARNATAKA,DAVANAGERE,2008,26,10,35,268,3009
KARNATAKA,DHARWAD COMMR.,2008,21,3,15,422,2299
KARNATAKA,DHARWAD RURAL,2008,22,1,6,49,1087
KARNATAKA,GADAG,2008,23,10,10,87,1175
KARNATAKA,GULBARGA,2008,104,25,47,297,5622
KARNATAKA,HASSAN,2008,72,17,28,368,4949
KARNATAKA,HAVERI,2008,31,5,12,118,2322
KARNATAKA,K.G.F.,2008,13,5,5,64,849
KARNATAKA,KODAGU,2008,22,20,6,105,1730
KARNATAKA,KOLAR,2008,37,14,15,213,2014
KARNATAKA,KOPPAL,2008,22,6,12,107,1723
KARNATAKA,MANDYA,2008,50,18,14,362,4747
KARNATAKA,MYSORE COMMR.,2008,26,23,30,630,3086
KARNATAKA,MYSORE RURAL,2008,54,13,14,228,3173
KARNATAKA,RAICHUR,2008,53,19,21,137,2994
KARNATAKA,RAILWAYS,2008,13,0,2,301,447
KARNATAKA,RAMANAGAR,2008,92,17,19,409,4084
KARNATAKA,SHIMOGA,2008,45,14,27,326,4790
KARNATAKA,TUMKUR,2008,69,12,18,453,4813
KARNATAKA,UDUPI,2008,21,11,7,133,2335
KARNATAKA,UTTAR KANNADA,2008,18,10,11,95,2580
KARNATAKA,TOTAL,2008,1698,446,758,17820,127540
KERALA,ALAPUZHA,2008,8,16,20,348,8373
KERALA,ERNAKULAM COMMR.,2008,9,12,12,313,7961
KERALA,ERNAKULAM RURAL,2008,36,35,13,451,9159
KERALA,IDUKKI,2008,15,28,15,268,4923
KERALA,KANNUR,2008,26,33,13,210,5901
KERALA,KASARGOD,2008,19,28,15,178,3585
KERALA,KOLLAM,2008,26,61,23,474,8717
KERALA,KOTTAYAM,2008,26,31,16,404,8008
KERALA,KOZHIKODE COMMR.,2008,6,15,12,295,4166
KERALA,KOZHIKODE RURAL,2008,15,39,7,254,5429
KERALA,MALAPPURAM,2008,29,51,13,480,7419
KERALA,PALAKKAD,2008,34,42,15,273,5557
KERALA,PATHANAMTHITTA,2008,17,32,10,209,5343
KERALA,RAILWAYS,2008,1,1,0,148,209
KERALA,THRISSUR,2008,38,46,17,453,10003
KERALA,TRIVANDRUM COMMR.,2008,10,20,18,494,5016
KERALA,TRIVANDRUM RURAL,2008,35,43,25,445,8348
KERALA,WAYANADU,2008,12,35,9,121,2503
KERALA,TOTAL,2008,362,568,253,5818,110620
MADHYA PRADESH,ALIRAJPUR,2008,59,41,14,86,1225
MADHYA PRADESH,ANUPPUR,2008,32,42,4,83,1244
MADHYA PRADESH,ASHOK NAGAR,2008,18,47,3,142,2041
MADHYA PRADESH,BALAGHAT,2008,56,61,8,199,2559
MADHYA PRADESH,BARWANI,2008,32,39,6,218,1907
MADHYA PRADESH,BETUL,2008,57,121,26,240,3241
MADHYA PRADESH,BHIND,2008,54,27,13,223,3171
MADHYA PRADESH,BHOPAL,2008,60,113,42,2572,14718
MADHYA PRADESH,BHOPAL RLY.,2008,2,2,3,938,1327
MADHYA PRADESH,BURHANPUR,2008,19,14,2,119,1384
MADHYA PRADESH,CHHATARPUR,2008,52,57,26,351,4928
MADHYA PRADESH,CHHINDWARA,2008,76,120,13,293,4589
MADHYA PRADESH,DAMOH,2008,58,46,13,149,2904
MADHYA PRADESH,DATIYA,2008,44,25,17,157,2388
MADHYA PRADESH,DEWAS,2008,45,73,18,638,5593
MADHYA PRADESH,DHAR,2008,80,100,29,513,5389
MADHYA PRADESH,DINDORI,2008,19,20,1,27,750
MADHYA PRADESH,GUNA,2008,53,72,14,261,3116
MADHYA PRADESH,GWALIOR,2008,98,42,62,1897,9104
MADHYA PRADESH,HARDA,2008,20,18,9,117,1205
MADHYA PRADESH,HOSHANGABAD,2008,52,64,19,427,3562
MADHYA PRADESH,INDORE,2008,125,122,61,4660,19587
MADHYA PRADESH,INDORE RLY.,2008,3,3,0,189,337
MADHYA PRADESH,JABALPUR,2008,69,127,52,1065,10857
MADHYA PRADESH,JABALPUR RLY.,2008,4,1,1,218,365
MADHYA PRADESH,JHABUA,2008,19,31,18,113,1507
MADHYA PRADESH,KATNI,2008,33,48,7,217,2964
MADHYA PRADESH,KHANDWA,2008,36,52,12,317,3244
MADHYA PRADESH,KHARGON,2008,49,65,8,596,4144
MADHYA PRADESH,MANDLA,2008,34,47,3,59,1922
MADHYA PRADESH,MANDSAUR,2008,45,40,19,332,3360
MADHYA PRADESH,MORENA,2008,59,26,35,490,5062
MADHYA PRADESH,NARSINGHPUR,2008,48,61,5,197,2465
MADHYA PRADESH,NEEMUCH,2008,24,19,12,274,2082
MADHYA PRADESH,PANNA,2008,34,28,7,86,1704
MADHYA PRADESH,RAISEN,2008,42,67,24,223,3355
MADHYA PRADESH,RAJGARH,2008,38,83,28,323,4675
MADHYA PRADESH,RATLAM,2008,43,63,16,290,3488
MADHYA PRADESH,REWA,2008,52,82,27,606,5179
MADHYA PRADESH,SAGAR,2008,83,119,31,551,8169
MADHYA PRADESH,SATNA,2008,62,102,20,577,5798
MADHYA PRADESH,SEONI,2008,41,61,16,109,2551
MADHYA PRADESH,SHAHDOL,2008,31,47,13,200,2959
MADHYA PRADESH,SHAJAPUR,2008,27,57,16,464,3811
MADHYA PRADESH,SHEOPUR,2008,9,13,10,59,1239
MADHYA PRADESH,SHIVPURI,2008,74,64,31,257,4104
MADHYA PRADESH,SIDHI,2008,30,37,17,170,2367
MADHYA PRADESH,SIHORE,2008,28,57,20,332,3403
MADHYA PRADESH,SINGRAULI,2008,26,40,13,171,2102
MADHYA PRADESH,TIKAMGARH,2008,46,35,13,160,3035
MADHYA PRADESH,UJJAIN,2008,60,78,32,1154,8764
MADHYA PRADESH,UMARIYA,2008,22,25,6,95,1259
MADHYA PRADESH,VIDISHA,2008,40,93,14,379,4353
MADHYA PRADESH,TOTAL,2008,2322,2937,929,24583,206556
MAHARASHTRA,AHMEDNAGAR,2008,134,49,51,1472,7070
MAHARASHTRA,AKOLA,2008,54,26,35,1002,4132
MAHARASHTRA,AMRAVATI COMMR.,2008,18,22,10,633,2439
MAHARASHTRA,AMRAVATI RURAL,2008,75,47,18,1003,4150
MAHARASHTRA,AURANGABAD COMMR.,2008,39,21,38,975,3452
MAHARASHTRA,AURANGABAD RURAL,2008,56,21,11,487,3347
MAHARASHTRA,BEED,2008,61,26,39,617,4500
MAHARASHTRA,BHANDARA,2008,28,26,14,617,2845
MAHARASHTRA,BULDHANA,2008,54,36,28,851,4494
MAHARASHTRA,CHANDRAPUR,2008,51,37,34,920,4456
MAHARASHTRA,DHULE,2008,54,10,8,384,2783
MAHARASHTRA,GADCHIROLI,2008,56,22,13,123,1195
MAHARASHTRA,GONDIA,2008,35,38,14,355,2023
MAHARASHTRA,HINGOLI,2008,43,17,10,166,1751
MAHARASHTRA,JALGAON,2008,83,42,29,777,4901
MAHARASHTRA,JALNA,2008,58,16,13,346,2832
MAHARASHTRA,KOLHAPUR,2008,59,34,30,943,4398
MAHARASHTRA,LATUR,2008,74,22,29,503,3681
MAHARASHTRA,MUMBAI COMMR.,2008,210,218,189,12972,32770
MAHARASHTRA,MUMBAI RLY.,2008,8,4,8,1938,2222
MAHARASHTRA,NAGPUR COMMR.,2008,100,53,43,2062,8661
MAHARASHTRA,NAGPUR RLY.,2008,5,1,3,1010,1247
MAHARASHTRA,NAGPUR RURAL,2008,77,37,24,891,4567
MAHARASHTRA,NANDED,2008,88,23,29,477,4778
MAHARASHTRA,NANDURBAR,2008,30,11,10,224,1501
MAHARASHTRA,NASIK COMMR.,2008,43,14,34,1353,3813
MAHARASHTRA,NASIK RURAL,2008,90,36,33,559,4480
MAHARASHTRA,NAVI MUMBAI,2008,61,12,26,1722,4686
MAHARASHTRA,OSMANABAD,2008,53,22,22,395,3072
MAHARASHTRA,PARBHANI,2008,49,12,17,355,2767
MAHARASHTRA,PUNE COMMR.,2008,137,92,110,5509,14467
MAHARASHTRA,PUNE RLY.,2008,2,1,1,378,455
MAHARASHTRA,PUNE RURAL,2008,146,66,46,1400,7183
MAHARASHTRA,RAIGAD,2008,43,17,6,320,2061
MAHARASHTRA,RATNAGIRI,2008,18,26,15,236,1561
MAHARASHTRA,SANGLI,2008,46,42,21,615,2909
MAHARASHTRA,SATARA,2008,60,30,21,1099,4634
MAHARASHTRA,SINDHUDURG,2008,6,8,2,120,795
MAHARASHTRA,SOLAPUR COMMR.,2008,17,24,12,464,1684
MAHARASHTRA,SOLAPUR RURAL,2008,88,63,48,682,4720
MAHARASHTRA,THANE COMMR.,2008,99,74,103,2514,9479
MAHARASHTRA,THANE RURAL,2008,147,71,50,1101,5792
MAHARASHTRA,WARDHA,2008,36,26,26,841,4369
MAHARASHTRA,WASHIM,2008,30,20,22,469,2222
MAHARASHTRA,YAVATMAL,2008,74,43,34,980,4899
MAHARASHTRA,TOTAL,2008,2795,1558,1379,52860,206243
MANIPUR,BISHNUPUR,2008,16,3,14,35,327
MANIPUR,CHANDEL,2008,13,0,2,3,74
MANIPUR,CHURACHANDPUR,2008,18,2,5,14,131
MANIPUR,CID,2008,0,0,0,0,2
MANIPUR,IMPHAL EAST,2008,30,9,43,78,725
MANIPUR,IMPHAL WEST,2008,42,12,60,219,1191
MANIPUR,SENAPATI,2008,14,2,6,23,139
MANIPUR,TAMENGLONG,2008,3,0,2,4,27
MANIPUR,THOUBAL,2008,46,9,44,62,648
MANIPUR,UKHRUL,2008,5,1,0,8,85
MANIPUR,TOTAL,2008,187,38,176,446,3349
MEGHALAYA,GARO HILLS EAST,2008,10,1,10,27,130
MEGHALAYA,GARO HILLS SOUTH,2008,4,2,2,12,37
MEGHALAYA,GARO HILLS WEST,2008,16,10,9,142,533
MEGHALAYA,JAINTIA HILLS,2008,38,18,7,86,339
MEGHALAYA,KHASI HILLS EAST,2008,30,34,19,307,896
MEGHALAYA,KHASI HILLS WEST,2008,13,16,5,24,154
MEGHALAYA,RI-BHOI,2008,15,7,4,71,229
MEGHALAYA,TOTAL,2008,126,88,56,669,2318
MIZORAM,AIZAWL,2008,12,39,1,393,976
MIZORAM,CHAMPHAI,2008,4,7,1,72,151
MIZORAM,KOLASIB,2008,2,9,4,84,217
MIZORAM,LAWNGTLAI,2008,3,8,0,32,147
MIZORAM,LUNGLEI,2008,8,8,2,100,265
MIZORAM,MAMIT,2008,1,2,1,17,62
MIZORAM,SAIHA,2008,2,0,0,18,78
MIZORAM,SERCHHIP,2008,3,4,0,31,93
MIZORAM,TOTAL,2008,35,77,9,747,1989
NAGALAND,DIMAPUR,2008,64,6,31,182,558
NAGALAND,KIPHIRE,2008,4,0,0,6,21
NAGALAND,KOHIMA,2008,27,6,5,43,181
NAGALAND,LONGLENG,2008,0,0,0,0,9
NAGALAND,MOKOKCHUNG,2008,15,1,3,16,82
NAGALAND,MON,2008,12,1,0,23,84
NAGALAND,PEREN,2008,4,1,0,4,18
NAGALAND,PHEK,2008,9,2,1,8,55
NAGALAND,TUENSANG,2008,3,1,0,2,36
NAGALAND,WOKHA,2008,5,0,4,42,95
NAGALAND,ZUNHEBOTO,2008,0,1,0,19,63
NAGALAND,TOTAL,2008,143,19,44,345,1202
ODISHA,ANGUL,2008,53,47,49,380,2543
ODISHA,BALASORE,2008,31,50,47,321,2803
ODISHA,BARAGARH,2008,35,29,8,150,1513
ODISHA,BERHAMPUR,2008,12,23,22,128,1059
ODISHA,BHADRAK,2008,34,58,46,107,2078
ODISHA,BOLANGIR,2008,30,34,24,161,1834
ODISHA,BOUDH,2008,10,5,2,23,463
ODISHA,CUTTACK,2008,26,35,35,199,2301
ODISHA,DCP BBSR,2008,51,36,45,1216,4056
ODISHA,DCP CTC,2008,14,18,21,581,1912
ODISHA,DEOGARH,2008,16,13,8,37,686
ODISHA,DHENKANAL,2008,50,26,24,155,1832
ODISHA,GAJAPATI,2008,14,8,4,15,481
ODISHA,GANJAM,2008,68,48,45,141,2126
ODISHA,JAGATSINGHPUR,2008,24,25,29,154,1384
ODISHA,JAJPUR,2008,74,36,64,243,2220
ODISHA,JHARSUGUDA,2008,27,12,12,288,1531
ODISHA,KALAHANDI,2008,24,38,29,71,1360
ODISHA,KANDHAMAL,2008,27,46,15,45,1630
ODISHA,KENDRAPARA,2008,53,30,31,103,1399
ODISHA,KEONJHAR,2008,91,66,58,280,2300
ODISHA,KHURDA,2008,19,25,33,132,1380
ODISHA,KORAPUT,2008,51,47,28,135,1469
ODISHA,MALKANGIR,2008,46,12,8,46,384
ODISHA,MAYURBHANJ,2008,83,90,51,252,2448
ODISHA,NAYAGARH,2008,33,34,25,100,1114
ODISHA,NOWRANGPUR,2008,26,26,21,83,840
ODISHA,NUAPADA,2008,11,14,17,70,720
ODISHA,PURI,2008,25,37,31,398,2930
ODISHA,RAYAGADA,2008,24,19,14,72,715
ODISHA,ROURKELA,2008,54,38,23,316,2247
ODISHA,SAMBALPUR,2008,49,33,13,327,2377
ODISHA,SONEPUR,2008,7,15,3,71,455
ODISHA,SRP(CUTTACK),2008,2,1,4,320,504
ODISHA,SRP(ROURKELA),2008,8,1,2,136,304
ODISHA,SUNDARGARH,2008,48,38,17,163,1357
ODISHA,TOTAL,2008,1250,1113,908,7419,56755
PUNJAB,AMRITSAR,2008,46,15,54,466,2327
PUNJAB,AMRITSAR RURAL,2008,29,10,23,68,693
PUNJAB,BARNALA,2008,24,12,7,60,705
PUNJAB,BATALA,2008,13,20,19,92,803
PUNJAB,BHATINDA,2008,44,20,44,431,2206
PUNJAB,FARIDKOT,2008,17,15,13,140,895
PUNJAB,FATEHGARH SAHIB,2008,17,13,16,161,998
PUNJAB,FEROZPUR,2008,56,30,30,320,1992
PUNJAB,G.R.P,2008,11,1,0,45,401
PUNJAB,GURDASPUR,2008,20,24,25,142,938
PUNJAB,HOSHIARPUR,2008,33,35,22,181,1529
PUNJAB,JALANDHAR,2008,72,51,110,745,3886
PUNJAB,KAPURTHALA,2008,23,24,23,289,1469
PUNJAB,KHANNA,2008,21,12,19,177,1089
PUNJAB,LUDHIANA,2008,73,46,115,577,3148
PUNJAB,LUDHIANA RURAL,2008,16,14,21,120,789
PUNJAB,MANSA,2008,31,13,11,78,824
PUNJAB,MOGA,2008,27,19,24,136,1106
PUNJAB,MUKTSAR,2008,25,12,12,115,784
PUNJAB,PATIALA,2008,42,35,44,373,2597
PUNJAB,ROPAR,2008,9,10,11,109,886
PUNJAB,SANGRUR,2008,42,34,23,231,1836
PUNJAB,SAS NGR,2008,26,20,28,353,1684
PUNJAB,SBS NAGAR,2008,20,14,7,74,796
PUNJAB,TARN TARAN,2008,32,18,17,80,933
PUNJAB,TOTAL,2008,769,517,718,5563,35314
RAJASTHAN,AJMER,2008,47,45,102,701,6339
RAJASTHAN,ALWAR,2008,101,88,142,1272,8335
RAJASTHAN,BANSWARA,2008,33,42,50,108,2310
RAJASTHAN,BARAN,2008,37,52,45,285,3032
RAJASTHAN,BARMER,2008,18,20,24,181,2849
RAJASTHAN,BHARATPUR,2008,63,74,100,882,7203
RAJASTHAN,BHILWARA,2008,37,42,68,711,4808
RAJASTHAN,BIKANER,2008,38,48,29,367,4054
RAJASTHAN,BUNDI,2008,17,33,70,243,3101
RAJASTHAN,CHITTORGARH,2008,36,40,104,502,4533
RAJASTHAN,CHURU,2008,16,37,43,205,2759
RAJASTHAN,DAUSA,2008,33,21,61,820,4603
RAJASTHAN,DHOLPUR,2008,51,21,64,425,3616
RAJASTHAN,DUNGARPUR,2008,23,26,50,79,2033
RAJASTHAN,G.R.P.,2008,4,2,4,368,745
RAJASTHAN,GANGANAGAR,2008,39,70,66,347,4632
RAJASTHAN,HANUMANGARH,2008,55,33,35,201,3354
RAJASTHAN,JAIPUR EAST,2008,15,20,64,2532,6455
RAJASTHAN,JAIPUR NORTH,2008,14,25,69,745,3517
RAJASTHAN,JAIPUR RURAL,2008,66,35,110,1137,9051
RAJASTHAN,JAIPUR SOUTH,2008,17,15,52,1539,5435
RAJASTHAN,JAISALMER,2008,6,4,11,114,993
RAJASTHAN,JALORE,2008,24,13,27,149,2472
RAJASTHAN,JHALAWAR,2008,58,44,66,395,3368
RAJASTHAN,JHUNJHUNU,2008,34,40,44,404,3859
RAJASTHAN,JODHPUR CITY,2008,13,19,43,759,3216
RAJASTHAN,JODHPUR RURAL,2008,14,32,31,251,3029
RAJASTHAN,KARAULI,2008,39,33,64,566,3771
RAJASTHAN,KOTA CITY,2008,36,24,66,946,3908
RAJASTHAN,KOTA RURAL,2008,33,34,30,190,1919
RAJASTHAN,NAGAUR,2008,36,33,64,367,3775
RAJASTHAN,PALI,2008,33,43,96,335,4704
RAJASTHAN,PRATAPGARH,2008,20,49,54,130,1847
RAJASTHAN,RAJSAMAND,2008,17,12,48,166,2159
RAJASTHAN,SAWAI MADHOPUR,2008,25,16,50,466,3435
RAJASTHAN,SIKAR,2008,43,40,48,417,4202
RAJASTHAN,SIROHI,2008,26,17,40,140,1834
RAJASTHAN,TONK,2008,15,22,50,314,3203
RAJASTHAN,UDAIPUR,2008,65,91,174,652,6716
RAJASTHAN,TOTAL,2008,1297,1355,2358,20411,151174
SIKKIM,EAST,2008,5,5,2,69,351
SIKKIM,NORTH,2008,1,1,0,7,41
SIKKIM,SOUTH,2008,1,9,1,26,195
SIKKIM,WEST,2008,2,5,1,25,143
SIKKIM,TOTAL,2008,9,20,4,127,730
TAMIL NADU,CHENNAI,2008,100,35,43,1545,11829
TAMIL NADU,CHENNAI RLY.,2008,0,0,1,250,539
TAMIL NADU,CHENNAISUBURBAN,2008,74,21,29,563,3457
TAMIL NADU,COIMBATORE RURAL,2008,88,14,63,1278,10998
TAMIL NADU,COIMBATORE URBAN,2008,20,9,17,621,4180
TAMIL NADU,CUDDALORE,2008,63,16,56,456,6509
TAMIL NADU,DHARMAPURI,2008,49,12,49,203,4696
TAMIL NADU,DINDIGUL,2008,56,13,53,401,4627
TAMIL NADU,ERODE,2008,60,21,57,664,8006
TAMIL NADU,KANCHIPURAM,2008,75,24,18,370,6916
